4.4939	-75.2889
4.5245	-76.4388
4.5552	-77.4259
4.5859	-75.5926
4.6166	-75.499
4.6472	-75.8613
4.6779	-76.3524
4.7086	-76.8847
4.7393	-77.4135
4.7699	-77.9161
4.8006	-78.3754
4.8313	-78.7837
4.862	-79.1144
4.8926	-79.295
4.9233	-78.9212
4.954	-76.3753
4.9847	-74.9574
5.0153	-74.032
5.046	-73.9814
5.0767	-74.5696
5.1074	-75.5849
5.138	-77.4173
5.1687	-79.2497
5.1994	-80.7743
5.2301	-81.106
5.2607	-81.1187
5.2914	-80.9868
5.3221	-80.7138
5.3528	-80.1256
5.3834	-79.3932
5.4141	-78.9045
5.4448	-78.4829
5.4755	-78.0679
5.5061	-77.6319
5.5368	-77.1659
5.5675	-76.7178
5.5982	-76.3551
5.6288	-76.1616
5.6595	-76.2513
5.6902	-76.6398
5.7209	-77.1539
5.7515	-77.4816
5.7822	-77.2268
5.8129	-76.349
5.8436	-75.0217
5.8742	-73.8875
5.9049	-75.28
5.9356	-78.1056
5.9663	-81.2732
5.9969	-81.7303
6.0276	-81.7287
6.0583	-81.635
6.089	-81.5486
6.1196	-81.5292
6.1503	-81.6493
6.181	-82.0482
6.2117	-82.8188
6.2423	-83.6576
6.273	-83.559
6.3037	-81.7298
6.3344	-78.6717
6.365	-74.9067
6.3957	-74.1765
6.4264	-74.6111
6.4571	-76.8903
6.4877	-77.6908
6.5184	-78.1956
6.5491	-78.5738
6.5798	-78.7948
6.6104	-78.551
6.6411	-75.1226
6.6718	-73.2893
6.7025	-72.0492
6.7331	-72.2599
6.7638	-75.2989
6.7945	-75.6155
6.8252	-75.8105
6.8558	-75.9745
6.8865	-76.1315
6.9172	-76.2958
6.9479	-76.4843
6.9785	-76.7305
7.0092	-77.1334
7.0399	-77.8455
7.0706	-78.4887
7.1012	-78.8071
7.1319	-78.9843
7.1626	-79.0596
7.1933	-79.0172
7.2239	-78.747
7.2546	-77.8371
7.2853	-76.5586
7.316	-75.8668
7.3466	-75.3322
7.3773	-74.8498
7.408	-74.4313
7.4387	-74.1078
7.4693	-73.9335
7.5	-74.0365
7.5307	-74.6045
7.5613	-75.7689
7.592	-77.6013
7.6227	-80.4896
7.6534	-83.9787
7.684	-84.9209
7.7147	-84.5255
7.7454	-83.5308
7.7761	-83.2888
7.8067	-83.4957
7.8374	-83.8095
7.8681	-83.5903
7.8988	-81.05
7.9294	-79.406
7.9601	-77.7745
7.9908	-75.8551
8.0215	-74.0467
8.0521	-72.2399
8.0828	-71.2891
8.1135	-72.2414
8.1442	-73.7304
8.1748	-74.8801
8.2055	-76.1262
8.2362	-77.2451
8.2669	-78.5445
8.2975	-79.7087
8.3282	-79.3416
8.3589	-78.6164
8.3896	-76.7831
8.4202	-76.5677
8.4509	-76.7411
8.4816	-77.075
8.5123	-77.5014
8.5429	-77.9484
8.5736	-78.3434
8.6043	-78.4662
8.635	-76.6329
8.6656	-76.8814
8.6963	-77.3072
8.727	-77.7522
8.7577	-78.131
8.7883	-78.2143
8.819	-76.4103
8.8497	-75.2611
8.8804	-74.6498
8.911	-74.0806
8.9417	-73.597
8.9724	-73.3097
9.0031	-73.6042
9.0337	-74.8411
9.0644	-75.2249
9.0951	-75.067
9.1258	-74.806
9.1564	-74.5764
9.1871	-74.456
9.2178	-74.4667
9.2485	-74.6011
9.2791	-74.8924
9.3098	-77.1615
9.3405	-79.4352
9.3712	-80.0098
9.4018	-79.6695
9.4325	-78.8383
9.4632	-78.1128
9.4939	-77.8798
9.5245	-77.8465
9.5552	-77.8712
9.5859	-77.9077
9.6166	-77.9339
9.6472	-77.9334
9.6779	-77.8918
9.7086	-77.8182
9.7393	-77.7393
9.7699	-77.6935
9.8006	-77.7639
9.8313	-78.3431
9.862	-80.0282
9.8926	-80.3787
10	-80.3309
