0	-81.5972
0.0184	-81.6574
0.0489	-81.7172
0.0794	-81.7764
0.1099	-81.8349
0.1404	-81.8927
0.1709	-81.95
0.2014	-82.0069
0.2319	-82.0642
0.2625	-82.1226
0.293	-82.1828
0.3235	-82.2456
0.354	-82.312
0.3845	-82.3839
0.415	-82.4649
0.4455	-82.5646
0.476	-82.7127
0.5065	-83.0257
0.537	-84.2007
0.5675	-86.3949
0.598	-87.706
0.6285	-88.9283
0.659	-89.7927
0.6895	-85.4181
0.7201	-82.0818
0.7506	-79.5848
0.7811	-77.8571
0.8116	-75.5548
0.8421	-75.7639
0.8726	-77.4326
0.9031	-78.7196
0.9336	-79.0296
0.9641	-79.062
0.9946	-78.8807
1.0251	-78.0044
1.0556	-75.8974
1.0861	-76.3942
1.1166	-77.8679
1.1471	-79.2975
1.1776	-80.6761
1.2082	-81.984
1.2387	-83.1334
1.2692	-84.3024
1.2997	-85.1412
1.3302	-81.445
1.3607	-77.5677
1.3912	-75.4102
1.4217	-75.4621
1.4522	-76.3179
1.4827	-77.0142
1.5132	-77.4148
1.5437	-77.5769
1.5742	-77.5833
1.6047	-77.4705
1.6352	-77.2256
1.6658	-76.7254
1.6963	-75.4786
1.7268	-75.0717
1.7573	-75.1113
1.7878	-75.2802
1.8183	-75.5327
1.8488	-75.8691
1.8793	-76.3436
1.9098	-77.2678
1.9403	-78.1461
1.9708	-78.3891
2.0013	-78.4493
2.0318	-78.3827
2.0623	-78.1809
2.0928	-77.8397
2.1234	-77.501
2.1539	-77.4759
2.1844	-78.3362
2.2149	-80.414
2.2454	-83.704
2.2759	-85.1137
2.3064	-81.7306
2.3369	-79.8013
2.3674	-79.4049
2.3979	-79.2841
2.4284	-79.2669
2.4589	-79.2984
2.4894	-79.3508
2.5199	-79.4057
2.5504	-79.4478
2.581	-79.4617
2.6115	-79.4345
2.642	-79.364
2.6725	-79.2481
2.703	-79.0815
2.7335	-78.8513
2.764	-78.5232
2.7945	-77.9032
2.825	-75.3132
2.8555	-74.6382
2.886	-74.1698
2.9165	-73.7792
2.947	-73.438
2.9775	-73.1388
3.008	-72.8873
3.0385	-72.7161
3.0691	-72.7435
3.0996	-75.1122
3.1301	-77.0078
3.1606	-78.6445
3.1911	-77.5719
3.2216	-74.8068
3.2521	-75.6658
3.2826	-78.4927
3.3131	-79.9893
3.3436	-80.8707
3.3741	-81.7152
3.4046	-82.6613
3.4351	-83.5205
3.4656	-84.1319
3.4961	-84.4393
3.5267	-84.5107
3.5572	-84.4133
3.5877	-84.2093
3.6182	-83.9341
3.6487	-83.6008
3.6792	-83.209
3.7097	-82.7337
3.7402	-81.9408
3.7707	-79.3792
3.8012	-77.8188
3.8317	-76.7524
3.8622	-75.787
3.8927	-74.9722
3.9232	-74.2467
3.9537	-72.8408
3.9843	-71.7782
4.0148	-71.4794
4.0453	-71.3
4.0758	-71.172
4.1063	-71.0772
4.1368	-71.0093
4.1673	-70.9666
4.1978	-70.9508
4.2283	-70.9682
4.2588	-71.0352
4.2893	-71.2077
4.3198	-71.7841
4.3503	-73.8981
4.3808	-74.8821
4.4113	-76.0808
4.4419	-77.4085
4.4724	-78.4292
4.5029	-79.1009
4.5334	-79.1541
4.5639	-77.161
4.5944	-75.9946
4.6249	-74.5343
4.6554	-72.4724
4.6859	-71.1523
4.7164	-70.4203
4.7469	-70.1968
4.7774	-70.3448
4.8079	-70.7245
4.8384	-71.3137
4.8689	-72.444
4.8995	-74.5342
4.93	-76.835
4.9605	-77.1755
4.991	-77.0865
5.0215	-76.7857
5.052	-76.1071
5.0825	-74.6553
5.113	-73.4855
5.1435	-72.1052
5.174	-71.5481
5.2045	-72.5864
5.235	-74.9776
5.2655	-75.2901
5.296	-75.3529
5.3265	-75.4034
5.357	-75.568
5.3876	-76.2242
5.4181	-77.5514
5.4486	-78.6872
5.4791	-79.4341
5.5096	-79.2841
5.5401	-77.296
5.5706	-75.8263
5.6011	-76.059
5.6316	-77.3973
5.6621	-78.0402
5.6926	-78.2884
5.7231	-78.4047
5.7536	-78.4479
5.7841	-78.429
5.8146	-78.3362
5.8452	-78.0899
5.8757	-73.7347
5.9062	-72.2912
5.9367	-72.6024
5.9672	-74.5945
5.9977	-76.5243
6.0282	-79.3508
6.0587	-79.6611
6.0892	-78.8748
6.1197	-75.6381
6.1502	-75.3608
6.1807	-75.3141
6.2112	-75.3262
6.2417	-75.3638
6.2722	-75.4136
6.3028	-75.4675
6.3333	-75.5197
6.3638	-75.5641
6.3943	-75.5932
6.4248	-75.596
6.4553	-75.5617
6.4858	-75.4795
6.5163	-75.3309
6.5468	-75.0802
6.5773	-74.631
6.6078	-73.5281
6.6383	-72.0324
6.6688	-70.8926
6.6993	-69.5873
6.7298	-68.1223
6.7604	-65.6561
6.7909	-65.3188
6.8214	-65.3199
