6.8519	-65.4751
6.8824	-65.7652
6.9129	-66.214
6.9434	-66.7941
6.9739	-67.3691
7.0044	-67.6587
7.0349	-67.3096
7.0654	-66.4093
7.0959	-65.3809
7.1264	-64.5575
7.1569	-64.2201
7.1874	-64.703
7.2179	-65.894
7.2485	-67.1004
7.279	-66.3302
7.3095	-63.9537
7.34	-63.1891
7.3705	-63.5161
7.401	-66.324
7.4315	-68.1647
7.462	-68.7867
7.4925	-68.8991
7.523	-68.9137
7.5535	-68.9409
7.584	-69.0661
7.6145	-69.3887
7.645	-69.9655
7.6755	-70.8843
7.7061	-72.1795
7.7366	-72.9445
7.7671	-73.0703
7.7976	-72.5683
7.8281	-71.5531
7.8586	-70.3903
7.8891	-69.0998
7.9196	-67.8079
7.9501	-67.0441
7.9806	-66.4635
8.0111	-65.9351
8.0416	-65.4039
8.0721	-64.837
8.1026	-64.2251
8.1331	-63.5802
8.1637	-62.9643
8.1942	-62.4666
8.2247	-62.2551
8.2552	-62.7343
8.2857	-63.9849
8.3162	-65.1563
8.3467	-66.6184
8.3772	-67.533
8.4077	-68.0248
8.4382	-68.3068
8.4687	-68.2521
8.4992	-65.9957
8.5297	-64.5207
8.5602	-64.0988
8.5907	-65.2669
8.6213	-66.789
8.6518	-65.5955
8.6823	-63.7732
8.7128	-61.4912
8.7433	-61.0698
8.7738	-61.1453
8.8043	-61.6907
8.8348	-64.5296
8.8653	-66.5089
8.8958	-62.6343
8.9263	-58.6655
8.9568	-58.095
8.9873	-61.0001
9.0178	-67.4189
9.0483	-67.7211
9.0788	-67.5919
9.1094	-67.365
9.1399	-67.0874
9.1704	-66.7746
9.2009	-66.4324
9.2314	-66.0588
9.2619	-65.6324
9.2924	-65.0658
9.3229	-64.2261
9.3534	-63.3275
9.3839	-62.6556
9.4144	-62.6913
9.4449	-64.2158
9.4754	-69.8305
9.5059	-73.3394
9.5364	-73.8306
9.567	-72.6338
9.5975	-70.9819
9.628	-68.9907
9.6585	-68.5634
9.7195	-74.5229
9.75	-75.4374
9.7805	-74.7634
9.811	-71.8055
9.8415	-70.8195
9.872	-70.8719
10	-71.9847
