0.2252,-78.8693
0.3785,-73.1488
0.5318,-74.2734
0.685,-74.905
0.8383,-73.311
0.9916,-70.1569
1.1449,-70.4443
1.2981,-76.8563
1.4514,-66.1779
1.6047,-71.1975
1.758,-71.8787
1.9112,-66.3399
2.0645,-69.3006
2.2178,-69.962
2.3711,-73.3579
2.5243,-72.3841
2.6776,-72.5399
2.8309,-75.1818
2.9842,-74.5649
3.1374,-68.6125
3.2907,-68.0104
3.444,-70.2105
3.5973,-69.1477
3.7505,-77.0149
3.9038,-77.8339
4.0571,-68.7687
4.2104,-70.8945
4.3636,-78.871
4.5169,-76.283
4.6702,-76.4127
4.8235,-70.4367
4.9767,-70.6295
5.13,-77.1651
5.2833,-76.8623
5.4366,-83.3909
5.5898,-74.9206
5.7431,-80.2326
5.8964,-71.9455
6.0497,-73.3343
6.2029,-73.6832
6.3562,-70.505
6.5095,-73.9828
6.6628,-74.1522
6.816,-80.6111
6.9693,-71.6241
7.1226,-71.0302
7.2759,-72.1989
7.4291,-69.0336
7.5824,-72.8324
7.7357,-72.7746
7.889,-74.3984
8.0422,-67.597
8.1955,-79.0353
8.3488,-80.3297
8.5021,-77.5311
8.6553,-79.7425
8.8086,-73.3966
8.9619,-70.077
9.1152,-79.7306
9.2684,-76.96
9.4217,-75.639
9.575,-76.1329
9.7283,-77.1777
9.8815,-76.243
